id,first_name,last_name,email,state,ip_address,customer_id,survey_date,proto_purchasedate,amountspent,annual_income,gender,satisfaction,satisfaction_oe,selfrun,runtrack,selfcycle,cycletrack,community,portal,setup,oneupdate,agerange
375,Carol,Dean,cdeanae@meetup.com,Pennsylvania,42.176.255.184,,12/2/14,4/2/14,$168.77 ,"$100,000-$124,999",F,0,Didn't accurately track my route,2,1,2,0,5,2,0,Style,Under 24 years old
376,Ryan,Washington,rwashingtonaf@reuters.com,Ohio,19.157.199.101,10274,11/23/14,8/28/14,$143.01 ,"$25,000-$49,999",M,10,Shoe was stylish and loved tracking running route,4,3,2,1,4,5,8,Price,Under 24 years old
377,Emily,Harvey,eharveyag@godaddy.com,California,48.196.115.235,,12/5/14,7/14/14,$141.38 ,"$25,000-$49,999",F,8,Wish the setup was easier but loved tracking my running time. ,4,3,3,2,4,5,9,Performance,Under 24 years old
378,Doris,Holmes,dholmesah@tamu.edu,Texas,19.184.86.25,10257,12/2/14,2/26/14,$149.55 ,"$25,000-$49,999",F,8,Such a great shoe for runners,4,3,3,2,2,5,10,Performance,Under 24 years old
379,Chris,Gardner,cgardnerai@photobucket.com,District of Columbia,110.169.11.176,,11/28/14,2/27/14,$144.18 ,"$25,000-$49,999",M,7,Loved tracking my stride and heart rate.,4,4,0,0,5,3,9,Price,24-44 years old
380,Henry,Stone,hstoneaj@army.mil,Arkansas,156.111.26.64,,12/1/14,6/9/14,$163.73 ,"$75,000-$99,999",M,0,Not interested in features,2,1,1,4,4,4,0,Comfort,Under 24 years old
381,Judy,Carr,jcarrak@webmd.com,Virginia,17.62.84.203,10171,11/25/14,2/24/14,$161.38 ,"$75,000-$99,999",F,1,Cost too much,4,3,5,0,3,5,7,Price,Under 24 years old
382,Sharon,Martin,smartinal@gravatar.com,Utah,170.12.104.118,10309,11/20/14,8/11/14,$178.27 ,"$100,000-$124,999",F,7,Helped me train for a marathon,2,1,5,4,0,5,8,Comfort,45 years old or older
383,Matthew,Burke,mburkeam@discuz.net,Georgia,180.117.60.17,,11/23/14,7/10/14,$182.47 ,"$50,000-$74,999",M,8,Great tool for runners,3,2,5,4,1,5,9,Style,24-44 years old
384,Russell,Ford,rfordan@blogger.com,Ohio,54.206.111.69,,12/10/14,5/23/14,$140.34 ,"$25,000-$49,999",M,8,Great shoe for cyclists and runners,2,2,3,2,0,4,8,Price,24-44 years old
385,Cheryl,Gonzales,cgonzalesao@yandex.ru,Texas,218.108.72.88,10294,11/30/14,7/1/14,$130.06 ,"0-$24,999",F,8,Shoe was comfortable and I think this helped improve my time,2,2,1,0,4,2,9,Price,Under 24 years old
386,Jeremy,Morgan,jmorganap@google.nl,New York,104.96.2.41,,11/26/14,4/9/14,$184.36 ,"$50,000-$74,999",M,8,Wish the setup was easier but loved tracking my running time. ,5,5,2,1,1,5,9,Performance,24-44 years old
387,Harold,Hayes,hhayesaq@bandcamp.com,Oregon,158.79.233.100,10289,11/22/14,7/13/14,$157.87 ,"$50,000-$74,999",M,9,Cute shoe!,4,4,1,0,3,4,9,Performance,24-44 years old
388,Shirley,Russell,srussellar@51.la,New Hampshire,226.201.219.51,,11/26/14,3/25/14,$177.14 ,"$100,000-$124,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,4,0,0,3,3,9,Performance,Under 24 years old
389,Harold,Hall,hhallas@goodreads.com,Alabama,100.186.119.189,10381,12/7/14,5/7/14,$142.94 ,"$25,000-$49,999",M,9,Comfortable shoe - loved tracking my running route. Easy to use.,5,4,0,0,1,4,9,Performance,Under 24 years old
390,Carlos,Cunningham,ccunninghamat@typepad.com,Utah,183.236.176.152,10358,12/10/14,7/2/14,$181.24 ,"$125,000 or more",M,8,Great shoe for cyclists and runners,2,1,5,4,2,5,9,Comfort,24-44 years old
391,Charles,Lawrence,clawrenceau@stumbleupon.com,Washington,173.162.96.222,,11/28/14,9/8/14,$163.03 ,"$75,000-$99,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,5,4,4,3,1,5,9,Performance,45 years old or older
392,Brian,Williams,bwilliamsav@bandcamp.com,Ohio,94.97.209.176,10461,11/29/14,10/31/14,$178.28 ,"$100,000-$124,999",M,8,Great tool for runners,0,0,4,3,5,3,9,Comfort,45 years old or older
393,Brandon,Coleman,bcolemanaw@drupal.org,Missouri,85.18.222.217,,11/30/14,3/7/14,$142.92 ,"$25,000-$49,999",M,9,Easy to use and loved the portal.,5,4,0,0,5,4,9,Performance,Under 24 years old
394,Karen,Myers,kmyersax@ifeng.com,Florida,198.197.20.51,10052,12/6/14,9/15/14,$178.20 ,"$100,000-$124,999",F,4,Not a comfortable shoe,3,3,5,4,1,5,6,Comfort,45 years old or older
395,Doris,Peters,dpetersay@flavors.me,Minnesota,244.73.208.61,10411,12/3/14,11/7/14,$182.67 ,"$50,000-$74,999",F,10,Easy to use and loved the portal.,4,3,2,1,2,5,9,Comfort,45 years old or older
396,Lisa,Ellis,lellisaz@imgur.com,Ohio,250.15.60.216,,11/27/14,10/4/14,$152.84 ,"$25,000-$49,999",F,8,Great tool for runners,5,5,0,0,3,4,9,Performance,Under 24 years old
397,Willie,Hayes,whayesb0@scribd.com,Michigan,132.250.58.251,10327,12/6/14,4/30/14,$145.25 ,"$25,000-$49,999",M,6,Shoe was okay,3,2,0,0,1,2,7,Price,24-44 years old
398,Jerry,Stevens,jstevensb1@vk.com,Louisiana,149.9.131.81,,11/27/14,10/10/14,$150.83 ,"$25,000-$49,999",M,8,Loved tracking my stride and heart rate.,3,2,4,3,1,5,9,Comfort,Under 24 years old
399,Billy,Peterson,bpetersonb2@live.com,New York,88.57.123.23,,12/5/14,5/7/14,$136.89 ,"$25,000-$49,999",M,5,Didn't accurately track my route,3,2,0,0,2,2,4,Price,24-44 years old
400,Margaret,Garrett,mgarrettb3@symantec.com,Washington,21.249.93.177,10063,11/21/14,2/12/14,$169.68 ,"$100,000-$124,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,5,5,0,0,1,4,7,Performance,24-44 years old
401,Doris,Weaver,dweaverb4@yandex.ru,North Carolina,155.46.235.224,,11/23/14,7/30/14,$182.22 ,"$125,000 or more",F,2,Too expensive,3,3,1,0,2,3,1,Price,Under 24 years old
402,Juan,Foster,jfosterb5@free.fr,Virginia,179.20.248.52,10234,11/28/14,5/13/14,$138.08 ,"$25,000-$49,999",M,7,Really helped me improve my runs.,5,4,0,0,4,4,8,Performance,Under 24 years old
403,Joyce,Willis,jwillisb6@ehow.com,Virginia,115.64.232.138,10228,11/25/14,6/16/14,$180.24 ,"$100,000-$124,999",F,0,Didn't accurately track my route,3,2,3,0,0,4,0,Style,45 years old or older
404,Mary,Ferguson,mfergusonb7@deviantart.com,Connecticut,248.16.132.251,,11/24/14,7/16/14,$176.09 ,"$100,000-$124,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,4,4,4,3,1,5,9,Performance,Under 24 years old
405,Terry,Tucker,ttuckerb8@vkontakte.ru,Pennsylvania,193.169.131.172,,12/5/14,5/10/14,$157.56 ,"$50,000-$74,999",M,8,Shoe was comfortable and I think this helped improve my time,3,2,2,1,2,4,9,Comfort,45 years old or older
406,Ryan,Meyer,rmeyerb9@a8.net,New York,204.248.76.57,,11/23/14,4/5/14,$169.74 ,"$100,000-$124,999",M,8,Wish the setup was easier but loved tracking my running time. ,5,5,0,0,5,4,8,Performance,24-44 years old
407,Anne,Riley,arileyba@telegraph.co.uk,Florida,29.33.154.87,,12/2/14,1/23/14,$188.34 ,"$125,000 or more",F,9,Loved tracking my stride and heart rate.,5,5,1,0,3,5,9,Style,45 years old or older
408,Aaron,Burns,aburnsbb@scientificamerican.com,Connecticut,42.189.210.226,,11/25/14,3/12/14,$142.00 ,"$25,000-$49,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,5,3,9,Price,Under 24 years old
409,Amy,Nelson,anelsonbc@yolasite.com,Maryland,20.30.84.51,10033,12/4/14,2/15/14,$131.36 ,"$25,000-$49,999",F,9,Shoe was comfortable and I think this helped improve my time,4,3,0,0,0,3,8,Performance,Under 24 years old
410,Anne,James,ajamesbd@cyberchimps.com,Texas,227.10.46.250,,11/22/14,10/25/14,$169.09 ,"$100,000-$124,999",F,8,Loved tracking my stride and heart rate.,5,5,0,0,2,4,8,Performance,24-44 years old
411,Earl,Ferguson,efergusonbe@google.de,Minnesota,8.20.54.66,,11/24/14,7/16/14,$160.53 ,"$75,000-$99,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,0,0,3,2,9,Comfort,Under 24 years old
412,Beverly,Bell,bbellbf@skype.com,South Dakota,180.18.119.253,,11/21/14,2/14/14,"$1,328.00 ","$25,000-$49,999",F,9,Shoe was stylish and loved tracking running route,3,2,0,0,3,2,8,Style,Under 24 years old
413,Shirley,Howard,showardbg@wunderground.com,California,16.37.189.97,,12/8/14,5/17/14,$131.43 ,"$25,000-$49,999",F,10,Loved this! Will never use other shoe,3,2,1,0,5,3,9,Price,24-44 years old
414,Brian,Harper,bharperbh@a8.net,Minnesota,5.10.84.171,,11/24/14,6/1/14,$183.88 ,"$50,000-$74,999",M,8,Loved tracking my stride and heart rate.,5,5,4,3,2,5,9,Performance,24-44 years old
415,Alice,Reed,areedbi@noaa.gov,California,220.86.62.199,10026,12/8/14,2/17/14,$184.72 ,"$100,000-$124,999",F,9,Wish the setup was easier but loved tracking my running time. ,4,3,0,0,3,3,9,Performance,Under 24 years old
416,Gary,Gonzales,ggonzalesbj@nydailynews.com,Michigan,74.44.185.61,10264,11/29/14,2/5/14,$137.54 ,"$25,000-$49,999",M,0,Didn't seem to support high arches,3,2,0,0,0,2,0,Comfort,Under 24 years old
417,Christine,Kim,ckimbk@ted.com,Missouri,98.203.1.116,,11/30/14,1/4/14,$163.58 ,"$75,000-$99,999",F,1,Too expensive,3,3,5,3,3,4,2,Price,Under 24 years old
418,Ernest,Stevens,estevensbl@bandcamp.com,Florida,18.31.85.134,,11/20/14,6/19/14,$146.13 ,"$25,000-$49,999",M,9,Wish the setup was easier but loved tracking my running time. ,4,3,3,2,4,5,8,Price,Under 24 years old
419,Kenneth,Hernandez,khernandezbm@examiner.com,District of Columbia,110.146.215.191,10238,11/22/14,7/30/14,$186.94 ,"$125,000 or more",M,9,Shoe was comfortable and I think this helped improve my time,4,3,2,1,2,5,8,Performance,24-44 years old
420,Nicole,Marshall,nmarshallbn@is.gd,California,248.13.126.39,,12/1/14,4/19/14,$174.90 ,"$100,000-$124,999",F,9,Wish the setup was easier but loved tracking my running time. ,5,5,2,1,5,5,9,Performance,24-44 years old
421,Doris,Gray,dgraybo@feedburner.com,Indiana,164.210.229.90,10029,11/26/14,5/18/14,$139.66 ,"$50,000-$74,999",F,7,Don't love the shoe but really liked the portal,4,4,0,0,4,3,8,Performance,Under 24 years old
422,Teresa,Hughes,thughesbp@virginia.edu,Virginia,209.248.155.1,,12/6/14,8/6/14,$163.01 ,"$75,000-$99,999",F,10,Wish the setup was easier but loved tracking my running time. ,4,3,0,0,2,3,9,Performance,45 years old or older
423,Richard,Kelley,rkelleybq@sun.com,New York,213.224.225.151,10245,12/9/14,6/12/14,$188.64 ,"$125,000 or more",M,3,Not interested in features,1,1,2,1,4,2,2,Comfort,24-44 years old
424,Phyllis,Burns,pburnsbr@samsung.com,Alabama,181.96.41.203,,11/28/14,1/20/14,$180.89 ,"$125,000 or more",F,9,Loved tracking my runs against others,4,3,1,0,4,4,9,Performance,24-44 years old
425,George,Hughes,ghughesbs@ehow.com,Texas,123.128.201.127,,11/26/14,1/29/14,$178.12 ,"$100,000-$124,999",M,8,Such a great shoe for runners,1,1,4,3,4,4,9,Comfort,Under 24 years old
426,Lawrence,Woods,lwoodsbt@nsw.gov.au,North Carolina,248.26.196.113,,11/24/14,6/21/14,$152.96 ,"$25,000-$49,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,5,5,0,0,2,4,8,Performance,Under 24 years old
427,Frank,Fields,ffieldsbu@blogspot.com,South Carolina,186.85.166.114,,12/3/14,9/24/14,$164.98 ,"$75,000-$99,999",M,8,Cute shoe!,3,2,2,1,3,4,9,Comfort,Under 24 years old
428,Cheryl,Henderson,chendersonbv@cnbc.com,Indiana,118.138.206.173,10313,11/22/14,10/25/14,$162.68 ,"$75,000-$99,999",F,9,Easy to use and loved the portal.,5,4,4,3,2,5,9,Performance,45 years old or older
429,Tina,Morgan,tmorganbw@freewebs.com,Texas,213.112.10.133,10504,12/6/14,10/18/14,$175.96 ,"$100,000-$124,999",F,8,Shoe was comfortable and I think this helped improve my time,3,3,0,0,3,2,9,Comfort,45 years old or older
430,Robert,Diaz,rdiazbx@ibm.com,Kansas,110.86.152.149,10507,11/21/14,9/15/14,$159.09 ,"$50,000-$74,999",M,10,Wish the shoe came in more colors but love it.,4,3,4,3,2,5,6,Performance,24-44 years old
431,Debra,Fields,dfieldsby@mail.ru,Minnesota,123.28.59.97,10376,12/8/14,10/27/14,$142.69 ,"$25,000-$49,999",F,1,Shoe was too heavy,2,1,4,3,2,5,2,Price,Under 24 years old
432,Kathy,Smith,ksmithbz@netlog.com,Pennsylvania,64.220.95.212,,12/2/14,4/25/14,$133.68 ,"$50,000-$74,999",F,7,Shoe was uncomfortable but I really liked the features.,5,5,0,0,4,4,9,Price,Under 24 years old
433,Lori,Duncan,lduncanc0@google.ru,Florida,176.154.47.4,,11/23/14,5/26/14,$160.43 ,"$75,000-$99,999",F,7,Great tool for runners,3,2,1,0,2,3,9,Performance,24-44 years old
434,Lillian,Cooper,lcooperc1@privacy.gov.au,New York,122.96.102.191,,12/10/14,11/11/14,$151.68 ,"$25,000-$49,999",F,8,Wish the setup was easier but loved tracking my running time. ,4,3,4,3,4,5,10,Comfort,45 years old or older
435,Carolyn,Wallace,cwallacec2@nytimes.com,District of Columbia,106.62.46.140,,12/3/14,4/5/14,$152.76 ,"$25,000-$49,999",F,8,Loved tracking my stride and heart rate.,3,2,4,3,3,5,9,Style,Under 24 years old
436,Arthur,Dunn,adunnc3@soup.io,Illinois,56.162.15.177,10075,11/20/14,5/7/14,$133.41 ,"$25,000-$49,999",M,2,Shoe wasn't comfortable,2,1,0,4,0,3,1,Price,Under 24 years old
437,Kathryn,Palmer,kpalmerc4@statcounter.com,Texas,144.125.127.36,,12/2/14,4/19/14,$160.45 ,"$75,000-$99,999",F,8,Such a great shoe for runners,3,2,0,0,3,2,9,Style,45 years old or older
438,Pamela,Hayes,phayesc5@foxnews.com,Florida,199.96.143.248,,11/24/14,7/7/14,$171.69 ,"$100,000-$124,999",F,8,Cute shoe!,3,2,2,1,5,4,9,Style,Under 24 years old
439,Jason,Grant,jgrantc6@sciencedaily.com,California,156.201.132.131,,11/28/14,2/27/14,$132.81 ,"$25,000-$49,999",M,9,Wish the setup was easier but loved tracking my running time. ,3,2,0,0,3,2,8,Style,Under 24 years old
440,Karen,Watkins,kwatkinsc7@google.com.br,New York,177.222.115.38,,12/2/14,10/1/14,$167.86 ,"$50,000-$74,999",F,7,Comfortable shoe - loved tracking my running route. Easy to use.,5,5,3,2,4,5,8,Performance,24-44 years old
441,Joan,Ramirez,jramirezc8@ifeng.com,Indiana,78.164.156.98,10046,12/8/14,6/16/14,$184.78 ,"$100,000-$124,999",F,9,Comfortable shoe - loved tracking my running route. Easy to use.,3,2,0,0,2,2,9,Style,45 years old or older
442,Russell,Rice,rricec9@google.co.jp,California,81.224.29.81,10195,12/5/14,7/17/14,$156.86 ,"$50,000-$74,999",M,9,Easy to use and loved the portal.,4,4,1,0,3,4,9,Performance,24-44 years old
443,Sara,Warren,swarrenca@arstechnica.com,Michigan,182.222.43.176,,11/29/14,1/29/14,$166.12 ,"$75,000-$99,999",F,7,Fantastic shoe! Helped me improve my running time and track my runs.,4,4,2,1,3,5,8,Performance,24-44 years old
444,Annie,Russell,arussellcb@sciencedaily.com,Hawaii,136.0.177.223,10187,11/29/14,2/14/14,$137.60 ,"$25,000-$49,999",F,0,Shoe didn't have good support,5,4,0,2,1,5,0,Price,Under 24 years old
445,Louis,Miller,lmillercc@yellowbook.com,Colorado,103.25.102.209,,11/22/14,10/7/14,$159.67 ,"$25,000-$49,999",M,8,Great tool for runners,2,1,0,0,0,1,9,Price,24-44 years old
446,Scott,Peters,speterscd@prweb.com,Georgia,56.192.25.132,,11/28/14,1/11/14,$147.66 ,"$25,000-$49,999",M,8,Cute shoe!,5,5,2,1,3,5,9,Performance,Under 24 years old
447,Jimmy,Banks,jbanksce@paginegialle.it,Texas,198.85.139.205,10240,12/8/14,7/16/14,$173.56 ,"$100,000-$124,999",M,10,Easy to use and loved the portal.,3,3,4,3,4,5,9,Comfort,24-44 years old
448,Lois,Powell,lpowellcf@techcrunch.com,Pennsylvania,64.199.137.205,,11/30/14,6/3/14,$146.07 ,"$25,000-$49,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,3,2,4,5,8,Performance,Under 24 years old
449,Cheryl,Fisher,cfishercg@printfriendly.com,Kentucky,184.237.204.160,,11/30/14,3/28/14,$166.34 ,"$75,000-$99,999",F,10,Such a great shoe for runners,5,5,1,0,4,5,9,Performance,45 years old or older
450,Gregory,Cook,gcookch@ifeng.com,District of Columbia,236.28.212.151,10490,11/25/14,3/12/14,$135.80 ,"$25,000-$49,999",M,7,Had a hard time with setup. But really liked tracking my route.,5,4,0,0,4,4,8,Performance,Under 24 years old
451,Christine,Perry,cperryci@slashdot.org,Texas,32.242.206.218,10146,12/9/14,4/13/14,$188.91 ,"$100,000-$124,999",F,8,Loved using the portal to track my time against others. The community aspect was great.,3,3,1,0,3,3,9,Style,24-44 years old
452,Ryan,Kennedy,rkennedycj@discovery.com,New York,166.25.90.205,10285,12/3/14,8/9/14,$158.26 ,"$50,000-$74,999",M,6,Liked the shoe,5,5,4,3,3,5,7,Performance,24-44 years old
453,Joseph,Carpenter,jcarpenterck@nba.com,California,83.55.215.217,,12/5/14,7/9/14,$132.45 ,"$25,000-$49,999",M,8,Loved tracking my stride and heart rate.,2,2,2,1,3,3,9,Price,24-44 years old
454,Kathryn,Baker,kbakercl@ucla.edu,Georgia,164.252.62.56,10493,12/6/14,8/27/14,"$1,327.00 ","$25,000-$49,999",F,9,Loved tracking my runs against others,3,2,0,0,3,2,8,Style,Under 24 years old
455,Shawn,Sims,ssimscm@bloglovin.com,California,212.213.12.24,,11/22/14,9/2/14,$134.91 ,"$25,000-$49,999",M,10,Great shoe for cyclists and runners,4,3,3,2,3,5,9,Price,Under 24 years old
456,Stephanie,George,sgeorgecn@indiegogo.com,Pennsylvania,26.11.184.81,10506,11/28/14,3/30/14,$142.95 ,"$25,000-$49,999",F,10,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,2,1,4,5,9,Style,24-44 years old
457,Russell,Bowman,rbowmanco@mashable.com,Ohio,38.102,,12/7/14,8/28/14,$151.59 ,"$25,000-$49,999",M,6,Setup took me too long but really liked the shoe.,1,1,2,1,2,2,7,Comfort,24-44 years old
458,Gary,George,ggeorgecp@answers.com,California,25.131.254.61,,12/5/14,1/28/14,$161.38 ,"$75,000-$99,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,5,4,3,2,4,5,9,Performance,45 years old or older
459,Cynthia,Morales,cmoralescq@imdb.com,New York,126.103.164.133,,11/24/14,7/5/14,$178.09 ,"$100,000-$124,999",F,6,"Wish the shoe was lighter. However, I really liked tracking my stride and route.",5,5,0,0,3,4,7,Style,24-44 years old
460,Sarah,Stephens,sstephenscr@merriam-webster.com,Kentucky,2.252.210.159,,12/5/14,7/20/14,$143.98 ,"$25,000-$49,999",F,9,Wish the setup was easier but loved tracking my running time. ,3,2,2,1,3,4,8,Price,24-44 years old
461,Sandra,Nelson,snelsoncs@discovery.com,Florida,212.243.29.189,10453,12/4/14,11/13/14,$129.72 ,"$25,000-$49,999",F,6,Want more colors to choose from,1,1,4,3,2,4,7,Price,Under 24 years old
462,Douglas,Olson,dolsonct@spotify.com,Florida,252.43.3.6,10040,12/6/14,9/5/14,$185.46 ,"$50,000-$74,999",M,9,Shoe was stylish and loved tracking running route,3,2,0,0,4,2,9,Comfort,45 years old or older
463,Tammy,Henry,thenrycu@dion.ne.jp,Pennsylvania,87.37.140.48,10023,12/6/14,5/11/14,$158.17 ,"$50,000-$74,999",F,7,Great shoe for cyclists and runners,1,1,1,0,1,1,8,Style,24-44 years old
464,Norma,Mills,nmillscv@homestead.com,Texas,217.224.66.255,10345,11/24/14,3/1/14,$140.27 ,"$25,000-$49,999",F,6,Shoe felt good on my foot but fell apart quickly.,5,5,1,0,4,5,8,Style,24-44 years old
465,Julie,Harrison,jharrisoncw@tinyurl.com,Georgia,115.160.125.88,10265,11/20/14,2/21/14,$168.79 ,"$100,000-$124,999",F,7,Comfortable shoe - loved tracking my running route. Easy to use.,5,5,3,2,3,5,9,Performance,24-44 years old
466,Louis,Ward,lwardcx@si.edu,Connecticut,127.32.195.100,10405,12/6/14,6/27/14,$182.90 ,"$50,000-$74,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,3,2,2,1,1,4,9,Comfort,Under 24 years old
467,Debra,Dixon,ddixoncy@biglobe.ne.jp,Arizona,173.21.28.209,,12/10/14,7/4/14,$151.78 ,"$25,000-$49,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,4,3,4,3,4,5,10,Performance,Under 24 years old
468,Paula,Spencer,pspencercz@behance.net,Texas,44.64.162.122,10039,12/6/14,1/22/14,$154.78 ,"$25,000-$49,999",F,9,Such a great shoe for runners,3,3,2,1,4,4,9,Comfort,Under 24 years old
469,Douglas,Evans,devansd0@ft.com,Texas,110.180.192.106,,11/22/14,3/7/14,$143.49 ,"$25,000-$49,999",M,6,Liked the shoe,4,4,0,0,1,3,7,Price,24-44 years old
470,Howard,Morgan,hmorgand1@people.com.cn,Arkansas,176.67.251.231,10174,12/2/14,10/15/14,$144.95 ,"$25,000-$49,999",M,8,Cute shoe!,5,4,1,0,3,5,8,Price,Under 24 years old
471,Kelly,Robertson,krobertsond2@skyrock.com,Minnesota,15.153.19.155,,12/5/14,2/4/14,$150.74 ,"$25,000-$49,999",F,5,Want a more stylish shoe,5,5,0,0,3,4,4,Performance,Under 24 years old
472,Ann,Hart,ahartd3@slate.com,Arkansas,183.55.211.193,10214,12/3/14,2/14/14,$151.31 ,"$25,000-$49,999",F,10,Comfortable shoe - loved tracking my running route. Easy to use.,3,2,4,3,3,5,10,Price,24-44 years old
473,Donna,Hanson,dhansond4@yale.edu,California,67.99.12.8,10380,12/1/14,2/24/14,$130.92 ,"$25,000-$49,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,4,3,0,0,3,3,8,Performance,Under 24 years old
474,Diane,Shaw,dshawd5@statcounter.com,Texas,124.90.68.227,10516,11/27/14,2/6/14,$171.28 ,"$100,000-$124,999",F,8,Great tool for runners,2,1,2,1,2,3,9,Price,Under 24 years old
475,Matthew,Harris,mharrisd6@prnewswire.com,Connecticut,191.18.33.111,10438,11/23/14,10/14/14,$173.60 ,"$100,000-$124,999",M,0,Not interested in features,3,2,2,0,0,3,0,Style,24-44 years old
476,Jeremy,Gutierrez,jgutierrezd7@so-net.ne.jp,Alabama,117.41.110.135,10295,12/8/14,6/30/14,$167.03 ,"$50,000-$74,999",M,2,Setup was hard to figure out,5,5,1,1,1,5,1,Performance,24-44 years old
477,Lois,Harris,lharrisd8@tripadvisor.com,Utah,150.74.111.106,10183,12/2/14,5/23/14,$182.29 ,"$50,000-$74,999",F,5,It was okay - didn't love it,2,2,4,3,1,5,6,Style,24-44 years old
